UF,Sexo,Idade,Cor,Anos de Estudo,Renda
Mato Grosso do Sul,Masculino,47,Branca,4,2500
Mato Grosso do Sul,Feminino,34,Branca,12,1400
Mato Grosso do Sul,Masculino,55,Branca,9,2350
Mato Grosso do Sul,Feminino,56,Branca,12,850
Mato Grosso do Sul,Feminino,53,Branca,12,1200
Mato Grosso do Sul,Masculino,42,Parda,7,3000
Mato Grosso do Sul,Masculino,46,Branca,9,3000
Mato Grosso do Sul,Masculino,20,Parda,7,1200
Mato Grosso do Sul,Masculino,24,Parda,12,1000
Mato Grosso do Sul,Feminino,52,Parda,16,2500
Mato Grosso do Sul,Feminino,42,Parda,14,1000
Mato Grosso do Sul,Masculino,39,Parda,10,1200
Mato Grosso do Sul,Feminino,33,Branca,16,500
Mato Grosso do Sul,Masculino,35,Branca,16,2500
Mato Grosso do Sul,Masculino,56,Branca,15,4000
Mato Grosso do Sul,Masculino,40,Branca,12,2500
Mato Grosso do Sul,Masculino,53,Branca,12,6000
Mato Grosso do Sul,Masculino,60,Branca,16,10000
Mato Grosso do Sul,Masculino,30,Branca,16,5700
Mato Grosso do Sul,Feminino,63,Parda,6,2000
Mato Grosso do Sul,Masculino,39,Parda,12,1800
Mato Grosso do Sul,Masculino,51,Branca,4,1700
Mato Grosso do Sul,Masculino,52,Branca,5,1227
Mato Grosso do Sul,Masculino,45,Parda,8,1500
Mato Grosso do Sul,Feminino,26,Parda,12,300
Mato Grosso do Sul,Masculino,30,Branca,17,3600
Mato Grosso do Sul,Masculino,25,Branca,10,1500
Mato Grosso do Sul,Feminino,49,Parda,1,788
Mato Grosso do Sul,Masculino,22,Parda,9,1200
Mato Grosso do Sul,Masculino,30,Parda,12,2250
Mato Grosso do Sul,Feminino,25,Parda,13,1500
Mato Grosso do Sul,Masculino,22,Parda,12,2500
Mato Grosso do Sul,Masculino,41,Parda,12,4500
Mato Grosso do Sul,Masculino,51,Parda,8,1600
Mato Grosso do Sul,Feminino,50,Parda,4,1200
Mato Grosso do Sul,Masculino,49,Parda,16,1300
Mato Grosso do Sul,Masculino,42,Parda,12,1200
Mato Grosso do Sul,Masculino,37,Parda,5,2800
Mato Grosso do Sul,Masculino,33,Parda,7,1100
Mato Grosso do Sul,Masculino,29,Parda,16,3500
Mato Grosso do Sul,Masculino,35,Parda,8,1000
Mato Grosso do Sul,Feminino,45,Branca,4,980
Mato Grosso do Sul,Feminino,49,Parda,13,1300
Mato Grosso do Sul,Masculino,22,Branca,17,878
Mato Grosso do Sul,Masculino,27,Parda,12,3000
Mato Grosso do Sul,Masculino,21,Parda,12,885
Mato Grosso do Sul,Feminino,43,Parda,3,788
Mato Grosso do Sul,Feminino,21,Parda,8,750
Mato Grosso do Sul,Feminino,32,Parda,8,788
Mato Grosso do Sul,Masculino,26,Preta,12,2200
Mato Grosso do Sul,Feminino,51,Parda,6,700
Mato Grosso do Sul,Feminino,60,Branca,8,400
Mato Grosso do Sul,Masculino,27,Branca,9,800
Mato Grosso do Sul,Feminino,58,Branca,12,1143
Mato Grosso do Sul,Masculino,42,Branca,16,3000
Mato Grosso do Sul,Feminino,28,Parda,1,2500
Mato Grosso do Sul,Feminino,39,Branca,12,800
Mato Grosso do Sul,Masculino,45,Branca,12,6000
Mato Grosso do Sul,Feminino,75,Amarela,5,120
Mato Grosso do Sul,Masculino,53,Indígena,12,3000
Mato Grosso do Sul,Masculino,35,Branca,16,2000
Mato Grosso do Sul,Feminino,41,Branca,16,2200
Mato Grosso do Sul,Feminino,37,Parda,16,1200
Mato Grosso do Sul,Masculino,50,Branca,12,2600
Mato Grosso do Sul,Masculino,51,Parda,6,1500
Mato Grosso do Sul,Masculino,33,Branca,12,2800
Mato Grosso do Sul,Masculino,70,Parda,5,0
Mato Grosso do Sul,Masculino,64,Branca,1,0
Mato Grosso do Sul,Masculino,39,Parda,1,1100
Mato Grosso do Sul,Masculino,32,Parda,6,1300
Mato Grosso do Sul,Masculino,42,Parda,3,1200
Mato Grosso do Sul,Masculino,30,Branca,8,1200
Mato Grosso do Sul,Masculino,47,Branca,2,1460
Mato Grosso do Sul,Masculino,60,Parda,9,3000
Mato Grosso do Sul,Masculino,38,Parda,9,650
Mato Grosso do Sul,Masculino,78,Parda,1,0
Mato Grosso do Sul,Masculino,19,Parda,9,875
Mato Grosso do Sul,Masculino,43,Parda,6,1200
Mato Grosso do Sul,Feminino,44,Branca,5,860
Mato Grosso do Sul,Masculino,74,Parda,2,0
Mato Grosso do Sul,Masculino,48,Parda,9,9000
Mato Grosso do Sul,Masculino,23,Preta,9,2000
Mato Grosso do Sul,Masculino,78,Parda,3,2200
Mato Grosso do Sul,Masculino,32,Branca,9,850
Mato Grosso do Sul,Masculino,30,Branca,12,2000
Mato Grosso do Sul,Masculino,28,Branca,12,1200
Mato Grosso do Sul,Masculino,51,Branca,1,1200
Mato Grosso do Sul,Masculino,64,Branca,3,1182
Mato Grosso do Sul,Masculino,40,Parda,1,2365
Mato Grosso do Sul,Masculino,43,Branca,16,15000
Mato Grosso do Sul,Masculino,29,Parda,17,500
Mato Grosso do Sul,Masculino,50,Branca,12,1950
Mato Grosso do Sul,Masculino,50,Branca,4,1500
Mato Grosso do Sul,Masculino,33,Branca,16,5000
Mato Grosso do Sul,Feminino,34,Branca,16,9600
Mato Grosso do Sul,Masculino,52,Parda,7,2200
Mato Grosso do Sul,Masculino,40,Parda,5,1580
Mato Grosso do Sul,Masculino,51,Branca,4,1235
Mato Grosso do Sul,Masculino,34,Parda,12,1600
Mato Grosso do Sul,Feminino,36,Branca,5,1100
Mato Grosso do Sul,Masculino,36,Parda,4,1200
Mato Grosso do Sul,Masculino,54,Preta,1,1250
Mato Grosso do Sul,Masculino,36,Parda,9,1200
Mato Grosso do Sul,Masculino,45,Parda,1,1450
Mato Grosso do Sul,Masculino,28,Branca,6,1400
Mato Grosso do Sul,Masculino,60,Parda,6,1200
Mato Grosso do Sul,Masculino,21,Branca,10,900
Mato Grosso do Sul,Masculino,51,Parda,9,1500
Mato Grosso do Sul,Masculino,64,Preta,5,150
Mato Grosso do Sul,Masculino,62,Branca,5,250
Mato Grosso do Sul,Masculino,61,Preta,9,1500
Mato Grosso do Sul,Feminino,53,Branca,1,800
Mato Grosso do Sul,Masculino,68,Preta,5,0
Mato Grosso do Sul,Masculino,44,Parda,6,0
Mato Grosso do Sul,Masculino,51,Branca,3,800
Mato Grosso do Sul,Masculino,49,Branca,9,2000
Mato Grosso do Sul,Masculino,42,Branca,3,240
Mato Grosso do Sul,Masculino,51,Preta,3,1000
Mato Grosso do Sul,Feminino,32,Parda,6,0
Mato Grosso do Sul,Masculino,55,Parda,3,400
Mato Grosso do Sul,Masculino,22,Preta,12,1800
Mato Grosso do Sul,Masculino,42,Branca,4,500
Mato Grosso do Sul,Masculino,69,Branca,4,6000
Mato Grosso do Sul,Masculino,66,Parda,9,900
Mato Grosso do Sul,Masculino,65,Branca,5,300
Mato Grosso do Sul,Masculino,64,Indígena,2,0
Mato Grosso,Masculino,58,Branca,12,1500
Mato Grosso,Masculino,43,Parda,6,5800
Mato Grosso,Masculino,61,Parda,1,350
Mato Grosso,Masculino,43,Parda,16,600
Mato Grosso,Masculino,68,Parda,7,0
Mato Grosso,Masculino,46,Branca,12,788
Mato Grosso,Masculino,49,Parda,11,3000
Mato Grosso,Masculino,59,Branca,2,2500
Mato Grosso,Masculino,51,Parda,12,10000
Mato Grosso,Masculino,39,Branca,13,5000
Mato Grosso,Masculino,65,Parda,5,2000
Mato Grosso,Masculino,28,Parda,13,3500
Mato Grosso,Masculino,56,Parda,16,1500
Mato Grosso,Masculino,75,Parda,3,0
Mato Grosso,Masculino,43,Parda,9,2100
Mato Grosso,Masculino,34,Parda,1,0
Mato Grosso,Masculino,50,Parda,9,1000
Mato Grosso,Masculino,32,Parda,4,600
Mato Grosso,Masculino,52,Parda,2,1000
Mato Grosso,Masculino,56,Parda,9,600
Mato Grosso,Masculino,55,Parda,5,700
Mato Grosso,Masculino,73,Parda,3,500
Mato Grosso,Masculino,72,Parda,9,1000
Mato Grosso,Masculino,47,Preta,10,500
Mato Grosso,Masculino,60,Preta,1,0
Mato Grosso,Masculino,55,Parda,1,800
Mato Grosso,Masculino,44,Parda,1,800
Mato Grosso,Masculino,45,Parda,1,800
Mato Grosso,Masculino,43,Parda,5,800
Mato Grosso,Masculino,61,Branca,9,0
Mato Grosso,Masculino,61,Branca,1,0
Mato Grosso,Masculino,57,Parda,1,500
Mato Grosso,Masculino,50,Branca,2,1100
Mato Grosso,Masculino,60,Branca,9,1200
Mato Grosso,Masculino,81,Parda,3,600
Mato Grosso,Masculino,32,Parda,12,0
Mato Grosso,Masculino,44,Parda,13,2700
Mato Grosso,Masculino,51,Branca,5,0
Mato Grosso,Masculino,58,Parda,1,788
Mato Grosso,Masculino,53,Parda,4,1100
Mato Grosso,Masculino,65,Parda,14,0
Mato Grosso,Masculino,50,Preta,1,500
Mato Grosso,Masculino,25,Parda,12,2000
Mato Grosso,Masculino,48,Branca,9,800
Mato Grosso,Masculino,46,Parda,9,788
Mato Grosso,Masculino,32,Parda,9,1500
Mato Grosso,Masculino,37,Parda,6,1600
Mato Grosso,Masculino,71,Branca,16,13000
Mato Grosso,Masculino,26,Branca,9,3000
Mato Grosso,Feminino,24,Parda,12,1050
Mato Grosso,Masculino,44,Branca,8,3200
Mato Grosso,Feminino,34,Parda,12,1000
Mato Grosso,Masculino,49,Parda,8,5000
Mato Grosso,Masculino,44,Branca,5,3000
Mato Grosso,Feminino,44,Branca,16,2800
Mato Grosso,Feminino,37,Branca,15,1760
Mato Grosso,Feminino,35,Parda,12,1200
Mato Grosso,Feminino,41,Parda,6,800
Mato Grosso,Masculino,27,Parda,9,2500
Mato Grosso,Feminino,28,Preta,12,800
Mato Grosso,Feminino,53,Preta,6,788
Mato Grosso,Feminino,32,Parda,15,2000
Mato Grosso,Feminino,29,Parda,9,788
Mato Grosso,Feminino,33,Branca,12,1200
Mato Grosso,Feminino,54,Parda,4,788
Mato Grosso,Feminino,25,Parda,12,1000
Mato Grosso,Feminino,60,Branca,6,300
Mato Grosso,Feminino,36,Parda,4,788
Mato Grosso,Feminino,44,Branca,12,1634
Mato Grosso,Feminino,45,Branca,16,1400
Mato Grosso,Masculino,62,Branca,15,1800
Mato Grosso,Masculino,28,Parda,12,2600
Mato Grosso,Masculino,26,Parda,10,2000
Mato Grosso,Masculino,71,Parda,5,2000
Mato Grosso,Masculino,23,Parda,13,1300
Mato Grosso,Feminino,34,Parda,8,1200
Mato Grosso,Feminino,43,Preta,3,788
Mato Grosso,Masculino,33,Parda,9,1400
Mato Grosso,Masculino,47,Preta,1,1500
Mato Grosso,Masculino,22,Branca,4,1400
Mato Grosso,Masculino,49,Parda,4,1630
Mato Grosso,Masculino,19,Parda,7,860
Mato Grosso,Masculino,29,Preta,8,860
Mato Grosso,Masculino,54,Parda,5,8000
Mato Grosso,Masculino,43,Parda,6,2200
Mato Grosso,Feminino,33,Parda,6,788
Mato Grosso,Masculino,39,Preta,16,4500
Mato Grosso,Masculino,28,Preta,3,2000
Mato Grosso,Masculino,47,Parda,9,2000
Mato Grosso,Feminino,50,Parda,6,850
Mato Grosso,Feminino,31,Parda,12,1100
Mato Grosso,Masculino,29,Branca,12,3500
Mato Grosso,Masculino,36,Parda,4,3500
Mato Grosso,Masculino,34,Branca,6,4000
Mato Grosso,Feminino,51,Parda,2,1100
Mato Grosso,Masculino,41,Branca,15,7000
Mato Grosso,Masculino,28,Parda,8,1800
Mato Grosso,Masculino,29,Branca,10,5000
Mato Grosso,Masculino,22,Parda,12,1400
Mato Grosso,Feminino,46,Branca,1,788
Mato Grosso,Feminino,54,Branca,9,3000
Mato Grosso,Masculino,32,Parda,12,3750
Mato Grosso,Feminino,49,Branca,10,2000
Mato Grosso,Feminino,25,Parda,12,788
Mato Grosso,Masculino,30,Parda,1,2000
Mato Grosso,Feminino,60,Parda,1,100
Mato Grosso,Masculino,48,Indígena,3,2000
Mato Grosso,Feminino,49,Parda,9,3500
Mato Grosso,Masculino,44,Parda,16,1800
Mato Grosso,Masculino,56,Branca,12,5000
Mato Grosso,Masculino,33,Branca,12,2400
Mato Grosso,Masculino,50,Branca,13,788
Mato Grosso,Masculino,36,Parda,7,1600
Mato Grosso,Masculino,41,Parda,12,3000
Mato Grosso,Feminino,21,Branca,12,788
Mato Grosso,Masculino,32,Parda,15,1400
Mato Grosso,Feminino,53,Parda,5,788
Mato Grosso,Feminino,53,Parda,9,1500
Mato Grosso,Masculino,49,Parda,12,1000
Mato Grosso,Feminino,60,Branca,12,1900
Mato Grosso,Masculino,35,Preta,7,1600
Mato Grosso,Feminino,29,Parda,16,3000
Mato Grosso,Masculino,52,Parda,9,1800
Mato Grosso,Masculino,52,Parda,3,0
Mato Grosso,Masculino,52,Parda,3,2700
Mato Grosso,Masculino,39,Branca,1,1600
Mato Grosso,Masculino,32,Preta,1,1300
Mato Grosso,Masculino,58,Parda,9,3000
Mato Grosso,Masculino,77,Parda,6,788
Mato Grosso,Masculino,64,Parda,5,1430
Mato Grosso,Masculino,38,Branca,1,1200
Mato Grosso,Masculino,49,Parda,12,1800
Mato Grosso,Feminino,64,Parda,1,1100
Mato Grosso,Feminino,50,Parda,10,3000
Mato Grosso,Masculino,51,Branca,5,1400
Mato Grosso,Masculino,57,Branca,5,1200
Mato Grosso,Masculino,46,Parda,5,900
Mato Grosso,Masculino,56,Branca,9,1700
Mato Grosso,Masculino,47,Parda,3,1000
Mato Grosso,Masculino,33,Branca,12,1500
Mato Grosso,Masculino,49,Branca,9,500
Mato Grosso,Masculino,25,Branca,9,1500
Mato Grosso,Masculino,52,Parda,7,1100
Mato Grosso,Masculino,41,Branca,12,900
Mato Grosso,Feminino,50,Parda,1,700
Mato Grosso,Masculino,33,Branca,9,2278
Mato Grosso,Feminino,42,Branca,2,788
Mato Grosso,Feminino,57,Parda,4,200
Mato Grosso,Masculino,33,Branca,8,950
Mato Grosso,Masculino,57,Parda,1,800
Mato Grosso,Masculino,50,Branca,12,1300
Mato Grosso,Masculino,40,Branca,13,2000
Mato Grosso,Masculino,24,Parda,12,1800
Mato Grosso,Masculino,63,Branca,9,6000
Mato Grosso,Masculino,21,Parda,7,900
Mato Grosso,Masculino,36,Branca,12,2300
Mato Grosso,Feminino,32,Parda,16,4000
Mato Grosso,Masculino,48,Branca,1,1200
Mato Grosso,Masculino,33,Parda,5,1500
Mato Grosso,Masculino,68,Branca,1,3500
Mato Grosso,Masculino,50,Parda,4,2000
Mato Grosso,Masculino,27,Parda,8,2500
Mato Grosso,Masculino,40,Parda,9,788
Mato Grosso,Feminino,76,Parda,1,0
Mato Grosso,Masculino,55,Branca,9,1500
Mato Grosso,Feminino,61,Branca,1,0
Mato Grosso,Feminino,49,Parda,5,240
Mato Grosso,Feminino,69,Parda,1,0
Mato Grosso,Masculino,57,Branca,8,800
Mato Grosso,Feminino,33,Parda,9,5000
Mato Grosso,Masculino,18,Parda,10,1600
Mato Grosso,Feminino,33,Branca,10,0
Mato Grosso,Masculino,28,Parda,12,800
Mato Grosso,Feminino,40,Parda,9,0
Mato Grosso,Masculino,43,Branca,9,800
Mato Grosso,Masculino,62,Parda,5,0
Mato Grosso,Masculino,45,Preta,5,3500
Mato Grosso,Masculino,32,Preta,12,1800
Mato Grosso,Feminino,41,Parda,5,1500
Mato Grosso,Masculino,25,Parda,6,2800
Mato Grosso,Masculino,45,Preta,4,3000
Mato Grosso,Masculino,43,Branca,12,3000
Mato Grosso,Masculino,52,Parda,3,1100
Mato Grosso,Feminino,24,Parda,6,788
Mato Grosso,Masculino,19,Indígena,8,850
Mato Grosso,Masculino,33,Parda,7,2800
Mato Grosso,Masculino,37,Preta,6,1700
Mato Grosso,Masculino,43,Branca,9,1500
Mato Grosso,Masculino,21,Branca,12,2000
Mato Grosso,Masculino,39,Parda,10,2000
Mato Grosso,Masculino,39,Branca,9,4000
Mato Grosso,Feminino,38,Branca,12,1500
Mato Grosso,Feminino,52,Parda,9,788
Mato Grosso,Masculino,19,Parda,12,1700
Mato Grosso,Masculino,32,Parda,9,2500
Mato Grosso,Masculino,48,Parda,5,820
Mato Grosso,Feminino,25,Parda,12,980
Mato Grosso,Masculino,51,Branca,12,2000
Mato Grosso,Masculino,40,Branca,16,2800
Mato Grosso,Masculino,25,Branca,11,1500
Mato Grosso,Masculino,37,Parda,12,2000
Mato Grosso,Masculino,47,Parda,12,1000
Mato Grosso,Masculino,61,Parda,12,2000
Mato Grosso,Masculino,43,Parda,12,4000
Mato Grosso,Masculino,49,Parda,16,2500
Mato Grosso,Masculino,47,Branca,12,2000
Mato Grosso,Feminino,46,Branca,12,2000
Mato Grosso,Masculino,38,Parda,12,1600
Mato Grosso,Masculino,46,Parda,12,2500
Mato Grosso,Feminino,44,Branca,16,1576
Mato Grosso,Masculino,24,Preta,11,500
Mato Grosso,Masculino,51,Branca,12,3000
Mato Grosso,Feminino,55,Branca,12,788
Mato Grosso,Feminino,39,Parda,6,830
Mato Grosso,Feminino,33,Parda,13,1000
Mato Grosso,Masculino,52,Parda,4,788
Mato Grosso,Masculino,53,Branca,16,4500
Mato Grosso,Masculino,59,Parda,9,1800
Mato Grosso,Masculino,31,Preta,12,2500
Mato Grosso,Masculino,36,Branca,13,4500
Mato Grosso,Feminino,38,Parda,12,250
Mato Grosso,Feminino,32,Branca,12,788
Mato Grosso,Feminino,34,Parda,12,788
Mato Grosso,Masculino,38,Parda,16,7000
Mato Grosso,Masculino,43,Parda,5,2000
Mato Grosso,Masculino,38,Branca,16,20000
Mato Grosso,Masculino,39,Parda,9,2000
Mato Grosso,Masculino,44,Parda,5,788
Mato Grosso,Feminino,60,Parda,2,2000
Mato Grosso,Masculino,33,Parda,8,3000
Mato Grosso,Masculino,25,Parda,8,1088
Mato Grosso,Masculino,52,Parda,5,2500
Mato Grosso,Masculino,46,Branca,9,1500
Mato Grosso,Masculino,25,Parda,5,1900
Mato Grosso,Masculino,55,Parda,1,1500
Mato Grosso,Masculino,30,Parda,5,1500
Mato Grosso,Masculino,23,Parda,7,1500
Mato Grosso,Masculino,29,Parda,8,788
Mato Grosso,Feminino,50,Branca,16,3500
Mato Grosso,Masculino,52,Parda,12,4500
Mato Grosso,Masculino,41,Parda,12,10000
Mato Grosso,Masculino,26,Parda,9,1200
Mato Grosso,Masculino,29,Preta,16,10000
Mato Grosso,Masculino,36,Branca,16,8500
Mato Grosso,Feminino,55,Branca,12,2300
Mato Grosso,Masculino,59,Parda,5,1350
Mato Grosso,Masculino,43,Preta,12,986
Mato Grosso,Feminino,34,Parda,7,280
Mato Grosso,Masculino,47,Parda,10,4000
Mato Grosso,Masculino,23,Branca,16,1500
Mato Grosso,Feminino,52,Parda,8,2300
Mato Grosso,Masculino,60,Parda,5,1000
Mato Grosso,Feminino,39,Parda,9,788
Mato Grosso,Masculino,43,Parda,9,1300
Mato Grosso,Feminino,43,Parda,12,788
Mato Grosso,Feminino,27,Parda,12,1250
Mato Grosso,Masculino,50,Branca,12,788
Mato Grosso,Feminino,35,Parda,16,2800
Mato Grosso,Feminino,26,Parda,16,1994
Mato Grosso,Feminino,34,Parda,12,800
Mato Grosso,Feminino,54,Parda,16,4000
Mato Grosso,Feminino,58,Parda,8,500
Mato Grosso,Masculino,55,Branca,12,1500
Mato Grosso,Feminino,66,Branca,5,200
Mato Grosso,Masculino,29,Preta,12,5000
Mato Grosso,Masculino,38,Branca,12,1000
Mato Grosso,Feminino,40,Parda,9,788
Mato Grosso,Masculino,19,Parda,12,770
Mato Grosso,Feminino,65,Parda,12,700
Mato Grosso,Masculino,43,Preta,12,3000
Mato Grosso,Feminino,29,Parda,7,0
Mato Grosso,Masculino,59,Branca,3,2500
Mato Grosso,Masculino,55,Parda,12,2700
Mato Grosso,Feminino,34,Branca,3,0
Mato Grosso,Masculino,33,Branca,1,1500
Mato Grosso,Feminino,61,Branca,1,0
Mato Grosso,Feminino,45,Branca,6,0
Mato Grosso,Masculino,42,Parda,1,1400
Mato Grosso,Masculino,38,Parda,1,1000
Mato Grosso,Masculino,46,Parda,5,1500
Mato Grosso,Masculino,62,Parda,5,3500
Mato Grosso,Masculino,43,Parda,7,1000
Mato Grosso,Masculino,62,Parda,3,2364
Mato Grosso,Masculino,39,Parda,5,1500
Mato Grosso,Masculino,77,Parda,1,900
Mato Grosso,Masculino,22,Parda,4,1200
Mato Grosso,Masculino,29,Branca,6,1576
Mato Grosso,Feminino,40,Parda,8,0
Mato Grosso,Masculino,55,Branca,5,5000
Mato Grosso,Masculino,29,Parda,9,1500
Mato Grosso,Masculino,39,Branca,16,4000
Mato Grosso,Masculino,57,Branca,6,788
Mato Grosso,Masculino,33,Parda,9,2400
Mato Grosso,Feminino,29,Parda,6,400
Mato Grosso,Feminino,42,Branca,12,788
Mato Grosso,Masculino,51,Preta,12,2000
Mato Grosso,Feminino,44,Parda,15,1500
Mato Grosso,Masculino,19,Parda,10,1500
Mato Grosso,Feminino,45,Parda,9,790
Mato Grosso,Masculino,35,Parda,8,1500
Mato Grosso,Feminino,53,Branca,16,2200
Mato Grosso,Masculino,28,Preta,12,2000
Mato Grosso,Masculino,40,Parda,12,4000
Mato Grosso,Masculino,24,Parda,12,1700
Mato Grosso,Masculino,30,Parda,12,1800
Mato Grosso,Feminino,41,Preta,12,788
Mato Grosso,Feminino,48,Branca,16,1500
Mato Grosso,Feminino,33,Branca,1,1000
Mato Grosso,Masculino,35,Branca,12,1600
Mato Grosso,Masculino,31,Parda,10,10000
Mato Grosso,Masculino,56,Branca,3,2500
Mato Grosso,Masculino,47,Parda,9,1800
Mato Grosso,Masculino,56,Branca,9,1500
Mato Grosso,Masculino,65,Branca,5,2000
Mato Grosso,Masculino,49,Parda,1,788
Mato Grosso,Masculino,33,Parda,7,3000
Mato Grosso,Masculino,54,Branca,5,2000
Mato Grosso,Masculino,45,Parda,5,2800
Mato Grosso,Masculino,62,Parda,1,1800
Mato Grosso,Masculino,70,Branca,14,4000
Mato Grosso,Masculino,41,Parda,16,10000
Mato Grosso,Feminino,32,Preta,11,1000
Mato Grosso,Feminino,54,Parda,3,900
Mato Grosso,Masculino,74,Branca,1,2000
Mato Grosso,Masculino,44,Parda,12,600
Mato Grosso,Masculino,41,Branca,8,2000
Mato Grosso,Masculino,31,Parda,11,1800
Mato Grosso,Masculino,62,Branca,9,10000
Mato Grosso,Masculino,37,Parda,7,1800
Mato Grosso,Masculino,53,Branca,5,1800
Mato Grosso,Masculino,32,Preta,7,1576
Mato Grosso,Masculino,57,Branca,12,3400
Mato Grosso,Feminino,49,Branca,16,2700
Mato Grosso,Masculino,75,Branca,4,4000
Mato Grosso,Masculino,42,Branca,9,500
Mato Grosso,Feminino,67,Branca,1,0
Mato Grosso,Masculino,51,Parda,9,4000
Mato Grosso,Feminino,28,Branca,9,700
Mato Grosso,Masculino,19,Parda,9,1500
Mato Grosso,Masculino,34,Preta,12,1576
Mato Grosso,Masculino,45,Parda,4,2500
Mato Grosso,Feminino,45,Branca,16,2800
Mato Grosso,Feminino,23,Branca,12,900
Mato Grosso,Masculino,46,Preta,4,900
Mato Grosso,Masculino,19,Parda,12,1560
Mato Grosso,Masculino,36,Branca,12,2000
Mato Grosso,Masculino,35,Branca,16,3500
Mato Grosso,Feminino,47,Branca,9,3000
Mato Grosso,Feminino,36,Branca,16,3300
Mato Grosso,Masculino,47,Preta,5,2400
Mato Grosso,Masculino,39,Branca,1,1600
Mato Grosso,Masculino,56,Branca,9,2000
Mato Grosso,Masculino,43,Parda,12,2000
Mato Grosso,Feminino,41,Preta,9,0
Mato Grosso,Feminino,32,Branca,4,0
Mato Grosso,Masculino,53,Parda,9,500
Mato Grosso,Feminino,38,Parda,9,0
Mato Grosso,Masculino,47,Branca,5,1000
Mato Grosso,Masculino,31,Parda,4,800
Mato Grosso,Masculino,45,Preta,3,2000
Mato Grosso,Masculino,24,Parda,1,788
Mato Grosso,Masculino,28,Parda,12,1800
Mato Grosso,Masculino,49,Parda,5,2500
Mato Grosso,Masculino,59,Branca,6,1000
Mato Grosso,Masculino,41,Parda,8,1970
Mato Grosso,Masculino,64,Parda,7,1600
Mato Grosso,Masculino,40,Branca,12,1000
Mato Grosso,Masculino,26,Branca,16,1600
Mato Grosso,Masculino,51,Parda,12,3500
Mato Grosso,Masculino,35,Parda,8,1000
Mato Grosso,Masculino,47,Parda,12,2200
Mato Grosso,Feminino,46,Parda,11,800
Mato Grosso,Feminino,51,Parda,4,1000
Mato Grosso,Feminino,36,Parda,15,2600
Mato Grosso,Feminino,45,Parda,7,822
Mato Grosso,Feminino,36,Parda,11,850
Mato Grosso,Masculino,49,Parda,10,4000
Mato Grosso,Feminino,44,Branca,7,1500
Mato Grosso,Masculino,50,Parda,12,2200
Mato Grosso,Feminino,49,Branca,12,788
Mato Grosso,Masculino,26,Branca,13,1200
Mato Grosso,Masculino,24,Branca,16,2000
Mato Grosso,Masculino,42,Branca,16,4500
Mato Grosso,Feminino,35,Branca,16,4000
Mato Grosso,Feminino,58,Branca,12,4000
Mato Grosso,Masculino,47,Branca,16,5000
Mato Grosso,Feminino,40,Parda,16,5500
Mato Grosso,Masculino,40,Parda,12,2000
Mato Grosso,Feminino,53,Parda,12,3600
Mato Grosso,Feminino,44,Branca,12,830
Mato Grosso,Masculino,42,Preta,16,2500
Mato Grosso,Masculino,33,Parda,12,2700
Mato Grosso,Feminino,49,Parda,12,1400
Mato Grosso,Feminino,28,Parda,12,1600
Mato Grosso,Feminino,56,Parda,8,950
Mato Grosso,Masculino,33,Branca,9,1200
Mato Grosso,Masculino,61,Branca,16,5000
Mato Grosso,Masculino,43,Amarela,16,1200
Mato Grosso,Feminino,39,Branca,16,10000
Mato Grosso,Masculino,42,Preta,1,395
Mato Grosso,Masculino,39,Branca,16,2600
Mato Grosso,Masculino,52,Branca,12,4000
Mato Grosso,Feminino,43,Branca,16,4000
Mato Grosso,Masculino,72,Branca,5,6000
Mato Grosso,Masculino,73,Branca,16,5000
Mato Grosso,Masculino,50,Branca,16,5000
Mato Grosso,Masculino,53,Branca,16,25000
Mato Grosso,Masculino,31,Branca,16,10000
Mato Grosso,Masculino,25,Branca,14,800
Mato Grosso,Feminino,43,Parda,16,7500
Mato Grosso,Masculino,48,Branca,16,16000
Mato Grosso,Masculino,50,Branca,16,19000
Mato Grosso,Feminino,46,Parda,16,3000
Mato Grosso,Feminino,41,Parda,16,11000
Mato Grosso,Masculino,39,Branca,16,7000
Mato Grosso,Masculino,51,Parda,14,9000
Mato Grosso,Feminino,39,Branca,16,10000
Mato Grosso,Feminino,36,Branca,16,789
Mato Grosso,Masculino,48,Parda,1,1576
Mato Grosso,Masculino,46,Parda,9,1230
Mato Grosso,Masculino,30,Branca,12,800
Mato Grosso,Masculino,53,Preta,12,7000
Mato Grosso,Feminino,27,Branca,16,3900
Mato Grosso,Feminino,37,Parda,9,900
Mato Grosso,Feminino,20,Parda,14,1000
Mato Grosso,Feminino,40,Parda,12,1120
Mato Grosso,Masculino,55,Branca,13,1200
Mato Grosso,Masculino,51,Parda,9,2000
Mato Grosso,Masculino,52,Branca,16,1900
Mato Grosso,Masculino,54,Branca,16,2300
Mato Grosso,Masculino,50,Branca,11,1500
Mato Grosso,Masculino,66,Parda,9,750
Mato Grosso,Masculino,61,Parda,12,3800
Mato Grosso,Masculino,35,Branca,16,2900
Mato Grosso,Feminino,21,Branca,13,1026
Mato Grosso,Masculino,35,Branca,16,10000
Mato Grosso,Masculino,34,Branca,16,3500
Mato Grosso,Masculino,33,Parda,16,6000
Mato Grosso,Feminino,39,Parda,12,1100
Mato Grosso,Masculino,32,Branca,16,6000
Mato Grosso,Feminino,36,Branca,16,1500
